UKPRN,HE Provider,Country of HE provider,Region of HE provider,Academic Year,Nature of Event,Metric,Type of event,Value
10007799,Newcastle University,England,North East,2018/19,Free events,Attendees,Other,32288
10007799,Newcastle University,England,North East,2019/20,Chargeable events,Academic staff time (days),Public lectures,0
10007799,Newcastle University,England,North East,2019/20,Chargeable events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",1
10007799,Newcastle University,England,North East,2019/20,Chargeable events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",0
10007799,Newcastle University,England,North East,2019/20,Chargeable events,Academic staff time (days),Museum education,0
10007799,Newcastle University,England,North East,2019/20,Chargeable events,Academic staff time (days),Other,9
10007799,Newcastle University,England,North East,2019/20,Chargeable events,Attendees,Public lectures,0
10007799,Newcastle University,England,North East,2019/20,Chargeable events,Attendees,"Performance arts (music, dance, drama etc.)",200
10007799,Newcastle University,England,North East,2019/20,Chargeable events,Attendees,"Exhibitions (galleries, museums etc.)",0
10007799,Newcastle University,England,North East,2019/20,Chargeable events,Attendees,Museum education,0
10007799,Newcastle University,England,North East,2019/20,Chargeable events,Attendees,Other,545
10007799,Newcastle University,England,North East,2019/20,Free events,Academic staff time (days),Public lectures,133
10007799,Newcastle University,England,North East,2019/20,Free events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",39
10007799,Newcastle University,England,North East,2019/20,Free events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",146
10007799,Newcastle University,England,North East,2019/20,Free events,Academic staff time (days),Museum education,2
10007799,Newcastle University,England,North East,2019/20,Free events,Academic staff time (days),Other,133
10007799,Newcastle University,England,North East,2019/20,Free events,Attendees,Public lectures,12946
10007799,Newcastle University,England,North East,2019/20,Free events,Attendees,"Performance arts (music, dance, drama etc.)",5171
10007799,Newcastle University,England,North East,2019/20,Free events,Attendees,"Exhibitions (galleries, museums etc.)",457076
10007799,Newcastle University,England,North East,2019/20,Free events,Attendees,Museum education,12461
10007799,Newcastle University,England,North East,2019/20,Free events,Attendees,Other,26573
10007799,Newcastle University,England,North East,2020/21,Chargeable events,Academic staff time (days),Public lectures,13
10007799,Newcastle University,England,North East,2020/21,Chargeable events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",23
10007799,Newcastle University,England,North East,2020/21,Chargeable events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",0
10007799,Newcastle University,England,North East,2020/21,Chargeable events,Academic staff time (days),Museum education,0
10007799,Newcastle University,England,North East,2020/21,Chargeable events,Academic staff time (days),Other,3
10007799,Newcastle University,England,North East,2020/21,Chargeable events,Attendees,Public lectures,680
10007799,Newcastle University,England,North East,2020/21,Chargeable events,Attendees,"Performance arts (music, dance, drama etc.)",10630
10007799,Newcastle University,England,North East,2020/21,Chargeable events,Attendees,"Exhibitions (galleries, museums etc.)",0
10007799,Newcastle University,England,North East,2020/21,Chargeable events,Attendees,Museum education,0
10007799,Newcastle University,England,North East,2020/21,Chargeable events,Attendees,Other,38
10007799,Newcastle University,England,North East,2020/21,Free events,Academic staff time (days),Public lectures,245
10007799,Newcastle University,England,North East,2020/21,Free events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",55
10007799,Newcastle University,England,North East,2020/21,Free events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",85
10007799,Newcastle University,England,North East,2020/21,Free events,Academic staff time (days),Museum education,74
10007799,Newcastle University,England,North East,2020/21,Free events,Academic staff time (days),Other,97
10007799,Newcastle University,England,North East,2020/21,Free events,Attendees,Public lectures,30770
10007799,Newcastle University,England,North East,2020/21,Free events,Attendees,"Performance arts (music, dance, drama etc.)",3427
10007799,Newcastle University,England,North East,2020/21,Free events,Attendees,"Exhibitions (galleries, museums etc.)",94818
10007799,Newcastle University,England,North East,2020/21,Free events,Attendees,Museum education,15728
10007799,Newcastle University,England,North East,2020/21,Free events,Attendees,Other,20794
10007799,Newcastle University,England,North East,2021/22,Chargeable events,Academic staff time (days),Public lectures,16
10007799,Newcastle University,England,North East,2021/22,Chargeable events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",46
10007799,Newcastle University,England,North East,2021/22,Chargeable events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",0
10007799,Newcastle University,England,North East,2021/22,Chargeable events,Academic staff time (days),Museum education,0
10007799,Newcastle University,England,North East,2021/22,Chargeable events,Academic staff time (days),Other,11
10007799,Newcastle University,England,North East,2021/22,Chargeable events,Attendees,Public lectures,805
10007799,Newcastle University,England,North East,2021/22,Chargeable events,Attendees,"Performance arts (music, dance, drama etc.)",2761
10007799,Newcastle University,England,North East,2021/22,Chargeable events,Attendees,"Exhibitions (galleries, museums etc.)",0
10007799,Newcastle University,England,North East,2021/22,Chargeable events,Attendees,Museum education,0
10007799,Newcastle University,England,North East,2021/22,Chargeable events,Attendees,Other,1046
10007799,Newcastle University,England,North East,2021/22,Free events,Academic staff time (days),Public lectures,185
10007799,Newcastle University,England,North East,2021/22,Free events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",85
10007799,Newcastle University,England,North East,2021/22,Free events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",374
10007799,Newcastle University,England,North East,2021/22,Free events,Academic staff time (days),Museum education,21
10007799,Newcastle University,England,North East,2021/22,Free events,Academic staff time (days),Other,128
10007799,Newcastle University,England,North East,2021/22,Free events,Attendees,Public lectures,11715
10007799,Newcastle University,England,North East,2021/22,Free events,Attendees,"Performance arts (music, dance, drama etc.)",13799
10007799,Newcastle University,England,North East,2021/22,Free events,Attendees,"Exhibitions (galleries, museums etc.)",561523
10007799,Newcastle University,England,North East,2021/22,Free events,Attendees,Museum education,22611
10007799,Newcastle University,England,North East,2021/22,Free events,Attendees,Other,11701
10007799,Newcastle University,England,North East,2022/23,Chargeable events,Academic staff time (days),Public lectures,58
10007799,Newcastle University,England,North East,2022/23,Chargeable events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",121
10007799,Newcastle University,England,North East,2022/23,Chargeable events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",0
10007799,Newcastle University,England,North East,2022/23,Chargeable events,Academic staff time (days),Museum education,1
10007799,Newcastle University,England,North East,2022/23,Chargeable events,Academic staff time (days),Other,38
10007799,Newcastle University,England,North East,2022/23,Chargeable events,Attendees,Public lectures,2453
10007799,Newcastle University,England,North East,2022/23,Chargeable events,Attendees,"Performance arts (music, dance, drama etc.)",25475
10007799,Newcastle University,England,North East,2022/23,Chargeable events,Attendees,"Exhibitions (galleries, museums etc.)",0
10007799,Newcastle University,England,North East,2022/23,Chargeable events,Attendees,Museum education,167
10007799,Newcastle University,England,North East,2022/23,Chargeable events,Attendees,Other,1826
10007799,Newcastle University,England,North East,2022/23,Free events,Academic staff time (days),Public lectures,233
10007799,Newcastle University,England,North East,2022/23,Free events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",148
10007799,Newcastle University,England,North East,2022/23,Free events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",584
10007799,Newcastle University,England,North East,2022/23,Free events,Academic staff time (days),Museum education,276
10007799,Newcastle University,England,North East,2022/23,Free events,Academic staff time (days),Other,78
10007799,Newcastle University,England,North East,2022/23,Free events,Attendees,Public lectures,26086
10007799,Newcastle University,England,North East,2022/23,Free events,Attendees,"Performance arts (music, dance, drama etc.)",2577
10007799,Newcastle University,England,North East,2022/23,Free events,Attendees,"Exhibitions (galleries, museums etc.)",549261
10007799,Newcastle University,England,North East,2022/23,Free events,Attendees,Museum education,27755
10007799,Newcastle University,England,North East,2022/23,Free events,Attendees,Other,2647
10007799,Newcastle University,England,North East,2023/24,Chargeable events,Academic staff time (days),Public lectures,17
10007799,Newcastle University,England,North East,2023/24,Chargeable events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",70
10007799,Newcastle University,England,North East,2023/24,Chargeable events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",13
10007799,Newcastle University,England,North East,2023/24,Chargeable events,Academic staff time (days),Museum education,13
10007799,Newcastle University,England,North East,2023/24,Chargeable events,Academic staff time (days),Other,15
10007799,Newcastle University,England,North East,2023/24,Chargeable events,Attendees,Public lectures,905
10007799,Newcastle University,England,North East,2023/24,Chargeable events,Attendees,"Performance arts (music, dance, drama etc.)",21968
10007799,Newcastle University,England,North East,2023/24,Chargeable events,Attendees,"Exhibitions (galleries, museums etc.)",964
10007799,Newcastle University,England,North East,2023/24,Chargeable events,Attendees,Museum education,556
10007799,Newcastle University,England,North East,2023/24,Chargeable events,Attendees,Other,366
10007799,Newcastle University,England,North East,2023/24,Free events,Academic staff time (days),Public lectures,518
10007799,Newcastle University,England,North East,2023/24,Free events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",134
10007799,Newcastle University,England,North East,2023/24,Free events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",1322
10007799,Newcastle University,England,North East,2023/24,Free events,Academic staff time (days),Museum education,190
10007799,Newcastle University,England,North East,2023/24,Free events,Academic staff time (days),Other,169
10007799,Newcastle University,England,North East,2023/24,Free events,Attendees,Public lectures,46180
10007799,Newcastle University,England,North East,2023/24,Free events,Attendees,"Performance arts (music, dance, drama etc.)",24894
10007799,Newcastle University,England,North East,2023/24,Free events,Attendees,"Exhibitions (galleries, museums etc.)",672784
10007799,Newcastle University,England,North East,2023/24,Free events,Attendees,Museum education,51991
10007799,Newcastle University,England,North East,2023/24,Free events,Attendees,Other,3291
10001282,University of Northumbria at Newcastle,England,North East,2014/15,Chargeable events,Academic staff time (days),Public lectures,0
10001282,University of Northumbria at Newcastle,England,North East,2014/15,Chargeable events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",55
10001282,University of Northumbria at Newcastle,England,North East,2014/15,Chargeable events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",113
10001282,University of Northumbria at Newcastle,England,North East,2014/15,Chargeable events,Academic staff time (days),Museum education,0
10001282,University of Northumbria at Newcastle,England,North East,2014/15,Chargeable events,Academic staff time (days),Other,624
10001282,University of Northumbria at Newcastle,England,North East,2014/15,Chargeable events,Attendees,Public lectures,0
10001282,University of Northumbria at Newcastle,England,North East,2014/15,Chargeable events,Attendees,"Performance arts (music, dance, drama etc.)",556
10001282,University of Northumbria at Newcastle,England,North East,2014/15,Chargeable events,Attendees,"Exhibitions (galleries, museums etc.)",1042
10001282,University of Northumbria at Newcastle,England,North East,2014/15,Chargeable events,Attendees,Museum education,0
10001282,University of Northumbria at Newcastle,England,North East,2014/15,Chargeable events,Attendees,Other,14070
10001282,University of Northumbria at Newcastle,England,North East,2014/15,Free events,Academic staff time (days),Public lectures,23
10001282,University of Northumbria at Newcastle,England,North East,2014/15,Free events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",5
10001282,University of Northumbria at Newcastle,England,North East,2014/15,Free events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",805
10001282,University of Northumbria at Newcastle,England,North East,2014/15,Free events,Academic staff time (days),Museum education,17
10001282,University of Northumbria at Newcastle,England,North East,2014/15,Free events,Academic staff time (days),Other,349
10001282,University of Northumbria at Newcastle,England,North East,2014/15,Free events,Attendees,Public lectures,2374
10001282,University of Northumbria at Newcastle,England,North East,2014/15,Free events,Attendees,"Performance arts (music, dance, drama etc.)",60
10001282,University of Northumbria at Newcastle,England,North East,2014/15,Free events,Attendees,"Exhibitions (galleries, museums etc.)",143358
10001282,University of Northumbria at Newcastle,England,North East,2014/15,Free events,Attendees,Museum education,10000
10001282,University of Northumbria at Newcastle,England,North East,2014/15,Free events,Attendees,Other,23750
10001282,University of Northumbria at Newcastle,England,North East,2015/16,Chargeable events,Academic staff time (days),Public lectures,0
10001282,University of Northumbria at Newcastle,England,North East,2015/16,Chargeable events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",55
10001282,University of Northumbria at Newcastle,England,North East,2015/16,Chargeable events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",0
10001282,University of Northumbria at Newcastle,England,North East,2015/16,Chargeable events,Academic staff time (days),Museum education,0
10001282,University of Northumbria at Newcastle,England,North East,2015/16,Chargeable events,Academic staff time (days),Other,118
10001282,University of Northumbria at Newcastle,England,North East,2015/16,Chargeable events,Attendees,Public lectures,0
10001282,University of Northumbria at Newcastle,England,North East,2015/16,Chargeable events,Attendees,"Performance arts (music, dance, drama etc.)",804
10001282,University of Northumbria at Newcastle,England,North East,2015/16,Chargeable events,Attendees,"Exhibitions (galleries, museums etc.)",0
10001282,University of Northumbria at Newcastle,England,North East,2015/16,Chargeable events,Attendees,Museum education,0
10001282,University of Northumbria at Newcastle,England,North East,2015/16,Chargeable events,Attendees,Other,11399
10001282,University of Northumbria at Newcastle,England,North East,2015/16,Free events,Academic staff time (days),Public lectures,25
10001282,University of Northumbria at Newcastle,England,North East,2015/16,Free events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",6
10001282,University of Northumbria at Newcastle,England,North East,2015/16,Free events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",234
10001282,University of Northumbria at Newcastle,England,North East,2015/16,Free events,Academic staff time (days),Museum education,3
10001282,University of Northumbria at Newcastle,England,North East,2015/16,Free events,Academic staff time (days),Other,402
10001282,University of Northumbria at Newcastle,England,North East,2015/16,Free events,Attendees,Public lectures,2909
10001282,University of Northumbria at Newcastle,England,North East,2015/16,Free events,Attendees,"Performance arts (music, dance, drama etc.)",52
10001282,University of Northumbria at Newcastle,England,North East,2015/16,Free events,Attendees,"Exhibitions (galleries, museums etc.)",102182
10001282,University of Northumbria at Newcastle,England,North East,2015/16,Free events,Attendees,Museum education,20
10001282,University of Northumbria at Newcastle,England,North East,2015/16,Free events,Attendees,Other,12829
10001282,University of Northumbria at Newcastle,England,North East,2016/17,Chargeable events,Academic staff time (days),Public lectures,0
10001282,University of Northumbria at Newcastle,England,North East,2016/17,Chargeable events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",50
10001282,University of Northumbria at Newcastle,England,North East,2016/17,Chargeable events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",0
10001282,University of Northumbria at Newcastle,England,North East,2016/17,Chargeable events,Academic staff time (days),Museum education,0
10001282,University of Northumbria at Newcastle,England,North East,2016/17,Chargeable events,Academic staff time (days),Other,55
10001282,University of Northumbria at Newcastle,England,North East,2016/17,Chargeable events,Attendees,Public lectures,0
10001282,University of Northumbria at Newcastle,England,North East,2016/17,Chargeable events,Attendees,"Performance arts (music, dance, drama etc.)",489
10001282,University of Northumbria at Newcastle,England,North East,2016/17,Chargeable events,Attendees,"Exhibitions (galleries, museums etc.)",0
10001282,University of Northumbria at Newcastle,England,North East,2016/17,Chargeable events,Attendees,Museum education,0
10001282,University of Northumbria at Newcastle,England,North East,2016/17,Chargeable events,Attendees,Other,13667
10001282,University of Northumbria at Newcastle,England,North East,2016/17,Free events,Academic staff time (days),Public lectures,20
10001282,University of Northumbria at Newcastle,England,North East,2016/17,Free events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",2
10001282,University of Northumbria at Newcastle,England,North East,2016/17,Free events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",128
10001282,University of Northumbria at Newcastle,England,North East,2016/17,Free events,Academic staff time (days),Museum education,1
10001282,University of Northumbria at Newcastle,England,North East,2016/17,Free events,Academic staff time (days),Other,123
10001282,University of Northumbria at Newcastle,England,North East,2016/17,Free events,Attendees,Public lectures,2355
10001282,University of Northumbria at Newcastle,England,North East,2016/17,Free events,Attendees,"Performance arts (music, dance, drama etc.)",35
10001282,University of Northumbria at Newcastle,England,North East,2016/17,Free events,Attendees,"Exhibitions (galleries, museums etc.)",62944
10001282,University of Northumbria at Newcastle,England,North East,2016/17,Free events,Attendees,Museum education,58
10001282,University of Northumbria at Newcastle,England,North East,2016/17,Free events,Attendees,Other,4988
10001282,University of Northumbria at Newcastle,England,North East,2017/18,Chargeable events,Academic staff time (days),Public lectures,0
10001282,University of Northumbria at Newcastle,England,North East,2017/18,Chargeable events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",24
10001282,University of Northumbria at Newcastle,England,North East,2017/18,Chargeable events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",0
10001282,University of Northumbria at Newcastle,England,North East,2017/18,Chargeable events,Academic staff time (days),Museum education,0
10001282,University of Northumbria at Newcastle,England,North East,2017/18,Chargeable events,Academic staff time (days),Other,75
10001282,University of Northumbria at Newcastle,England,North East,2017/18,Chargeable events,Attendees,Public lectures,0
10001282,University of Northumbria at Newcastle,England,North East,2017/18,Chargeable events,Attendees,"Performance arts (music, dance, drama etc.)",439
10001282,University of Northumbria at Newcastle,England,North East,2017/18,Chargeable events,Attendees,"Exhibitions (galleries, museums etc.)",0
10001282,University of Northumbria at Newcastle,England,North East,2017/18,Chargeable events,Attendees,Museum education,0
10001282,University of Northumbria at Newcastle,England,North East,2017/18,Chargeable events,Attendees,Other,18311
10001282,University of Northumbria at Newcastle,England,North East,2017/18,Free events,Academic staff time (days),Public lectures,24
10001282,University of Northumbria at Newcastle,England,North East,2017/18,Free events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",4
10001282,University of Northumbria at Newcastle,England,North East,2017/18,Free events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",131
10001282,University of Northumbria at Newcastle,England,North East,2017/18,Free events,Academic staff time (days),Museum education,1
10001282,University of Northumbria at Newcastle,England,North East,2017/18,Free events,Academic staff time (days),Other,616
10001282,University of Northumbria at Newcastle,England,North East,2017/18,Free events,Attendees,Public lectures,2947
10001282,University of Northumbria at Newcastle,England,North East,2017/18,Free events,Attendees,"Performance arts (music, dance, drama etc.)",40
10001282,University of Northumbria at Newcastle,England,North East,2017/18,Free events,Attendees,"Exhibitions (galleries, museums etc.)",60082
10001282,University of Northumbria at Newcastle,England,North East,2017/18,Free events,Attendees,Museum education,100
10001282,University of Northumbria at Newcastle,England,North East,2017/18,Free events,Attendees,Other,33031
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Chargeable events,Academic staff time (days),Public lectures,2
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Chargeable events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",17
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Chargeable events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",50
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Chargeable events,Academic staff time (days),Museum education,10
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Chargeable events,Academic staff time (days),Other,124
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Chargeable events,Attendees,Public lectures,12
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Chargeable events,Attendees,"Performance arts (music, dance, drama etc.)",1300
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Chargeable events,Attendees,"Exhibitions (galleries, museums etc.)",12500
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Chargeable events,Attendees,Museum education,500
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Chargeable events,Attendees,Other,7689
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Free events,Academic staff time (days),Public lectures,43
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Free events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",0
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Free events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",86
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Free events,Academic staff time (days),Museum education,0
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Free events,Academic staff time (days),Other,150
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Free events,Attendees,Public lectures,3489
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Free events,Attendees,"Performance arts (music, dance, drama etc.)",0
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Free events,Attendees,"Exhibitions (galleries, museums etc.)",42693
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Free events,Attendees,Museum education,0
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Free events,Attendees,Other,15606
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Chargeable events,Academic staff time (days),Public lectures,0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Chargeable events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Chargeable events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Chargeable events,Academic staff time (days),Museum education,0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Chargeable events,Academic staff time (days),Other,82
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Chargeable events,Attendees,Public lectures,0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Chargeable events,Attendees,"Performance arts (music, dance, drama etc.)",0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Chargeable events,Attendees,"Exhibitions (galleries, museums etc.)",0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Chargeable events,Attendees,Museum education,0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Chargeable events,Attendees,Other,7789
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Free events,Academic staff time (days),Public lectures,27
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Free events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",1
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Free events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",4
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Free events,Academic staff time (days),Museum education,0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Free events,Academic staff time (days),Other,209
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Free events,Attendees,Public lectures,2307
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Free events,Attendees,"Performance arts (music, dance, drama etc.)",15
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Free events,Attendees,"Exhibitions (galleries, museums etc.)",10700
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Free events,Attendees,Museum education,0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Free events,Attendees,Other,17848
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Chargeable events,Academic staff time (days),Public lectures,0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Chargeable events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Chargeable events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Chargeable events,Academic staff time (days),Museum education,0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Chargeable events,Academic staff time (days),Other,90
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Chargeable events,Attendees,Public lectures,0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Chargeable events,Attendees,"Performance arts (music, dance, drama etc.)",0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Chargeable events,Attendees,"Exhibitions (galleries, museums etc.)",0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Chargeable events,Attendees,Museum education,0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Chargeable events,Attendees,Other,35066
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Free events,Academic staff time (days),Public lectures,24
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Free events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Free events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Free events,Academic staff time (days),Museum education,0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Free events,Academic staff time (days),Other,127
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Free events,Attendees,Public lectures,4555
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Free events,Attendees,"Performance arts (music, dance, drama etc.)",1716
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Free events,Attendees,"Exhibitions (galleries, museums etc.)",0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Free events,Attendees,Museum education,30
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Free events,Attendees,Other,13828
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Chargeable events,Academic staff time (days),Public lectures,10
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Chargeable events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",1
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Chargeable events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Chargeable events,Academic staff time (days),Museum education,0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Chargeable events,Academic staff time (days),Other,184
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Chargeable events,Attendees,Public lectures,519
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Chargeable events,Attendees,"Performance arts (music, dance, drama etc.)",200
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Chargeable events,Attendees,"Exhibitions (galleries, museums etc.)",0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Chargeable events,Attendees,Museum education,0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Chargeable events,Attendees,Other,79696
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Free events,Academic staff time (days),Public lectures,46
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Free events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Free events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Free events,Academic staff time (days),Museum education,0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Free events,Academic staff time (days),Other,188
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Free events,Attendees,Public lectures,6704
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Free events,Attendees,"Performance arts (music, dance, drama etc.)",0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Free events,Attendees,"Exhibitions (galleries, museums etc.)",0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Free events,Attendees,Museum education,0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Free events,Attendees,Other,32178
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Chargeable events,Academic staff time (days),Public lectures,0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Chargeable events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Chargeable events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Chargeable events,Academic staff time (days),Museum education,0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Chargeable events,Academic staff time (days),Other,70
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Chargeable events,Attendees,Public lectures,5975
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Chargeable events,Attendees,"Performance arts (music, dance, drama etc.)",0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Chargeable events,Attendees,"Exhibitions (galleries, museums etc.)",0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Chargeable events,Attendees,Museum education,0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Chargeable events,Attendees,Other,128910
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Free events,Academic staff time (days),Public lectures,117
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Free events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Free events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Free events,Academic staff time (days),Museum education,0
