UKPRN,HE Provider,Country of HE provider,Region of HE provider,Academic Year,Type of licence granted,Type of organisation,Value
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Software only,Total number,19
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Non-software,SMEs,3
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Non-software,Other (non-SME) commercial businesses,2
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Non-software,Non-commercial organisations,0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Non-software,Total number - Subtotal overseas,0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Non-software,Total number generating income in the period,4
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Non-software,Total number generating income in the period - Subtotal overseas,0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Non-software,Total number,5
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Software only,SMEs,10
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Software only,Other (non-SME) commercial businesses,5
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Software only,Non-commercial organisations,268
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Software only,Total number - Subtotal overseas,0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Software only,Total number generating income in the period,7
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Software only,Total number generating income in the period - Subtotal overseas,0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Software only,Total number,283
10007159,The University of Sunderland,England,North East,2014/15,Non-software,SMEs,14
10007159,The University of Sunderland,England,North East,2014/15,Non-software,Other (non-SME) commercial businesses,0
10007159,The University of Sunderland,England,North East,2014/15,Non-software,Non-commercial organisations,0
10007159,The University of Sunderland,England,North East,2014/15,Non-software,Total number - Subtotal overseas,0
10007159,The University of Sunderland,England,North East,2014/15,Non-software,Total number generating income in the period,14
10007159,The University of Sunderland,England,North East,2014/15,Non-software,Total number generating income in the period - Subtotal overseas,13
10007159,The University of Sunderland,England,North East,2014/15,Non-software,Total number,14
10007159,The University of Sunderland,England,North East,2014/15,Software only,SMEs,0
10007159,The University of Sunderland,England,North East,2014/15,Software only,Other (non-SME) commercial businesses,0
10007159,The University of Sunderland,England,North East,2014/15,Software only,Non-commercial organisations,0
10007159,The University of Sunderland,England,North East,2014/15,Software only,Total number - Subtotal overseas,0
10007159,The University of Sunderland,England,North East,2014/15,Software only,Total number generating income in the period,0
10007159,The University of Sunderland,England,North East,2014/15,Software only,Total number generating income in the period - Subtotal overseas,0
10007159,The University of Sunderland,England,North East,2014/15,Software only,Total number,0
10007159,The University of Sunderland,England,North East,2015/16,Non-software,SMEs,14
10007159,The University of Sunderland,England,North East,2015/16,Non-software,Other (non-SME) commercial businesses,0
10007159,The University of Sunderland,England,North East,2015/16,Non-software,Non-commercial organisations,0
10007159,The University of Sunderland,England,North East,2015/16,Non-software,Total number - Subtotal overseas,0
10007159,The University of Sunderland,England,North East,2015/16,Non-software,Total number generating income in the period,14
10007159,The University of Sunderland,England,North East,2015/16,Non-software,Total number generating income in the period - Subtotal overseas,0
10007159,The University of Sunderland,England,North East,2015/16,Non-software,Total number,14
10007159,The University of Sunderland,England,North East,2015/16,Software only,SMEs,0
10007159,The University of Sunderland,England,North East,2015/16,Software only,Other (non-SME) commercial businesses,0
10007159,The University of Sunderland,England,North East,2015/16,Software only,Non-commercial organisations,0
10007159,The University of Sunderland,England,North East,2015/16,Software only,Total number - Subtotal overseas,0
10007159,The University of Sunderland,England,North East,2015/16,Software only,Total number generating income in the period,0
10007159,The University of Sunderland,England,North East,2015/16,Software only,Total number generating income in the period - Subtotal overseas,0
10007159,The University of Sunderland,England,North East,2015/16,Software only,Total number,0
10007159,The University of Sunderland,England,North East,2016/17,Non-software,SMEs,14
10007159,The University of Sunderland,England,North East,2016/17,Non-software,Other (non-SME) commercial businesses,0
10007159,The University of Sunderland,England,North East,2016/17,Non-software,Non-commercial organisations,0
10007159,The University of Sunderland,England,North East,2016/17,Non-software,Total number - Subtotal overseas,0
10007159,The University of Sunderland,England,North East,2016/17,Non-software,Total number generating income in the period,14
10007159,The University of Sunderland,England,North East,2016/17,Non-software,Total number generating income in the period - Subtotal overseas,0
10007159,The University of Sunderland,England,North East,2016/17,Non-software,Total number,14
10007159,The University of Sunderland,England,North East,2016/17,Software only,SMEs,0
10007159,The University of Sunderland,England,North East,2016/17,Software only,Other (non-SME) commercial businesses,0
10007159,The University of Sunderland,England,North East,2016/17,Software only,Non-commercial organisations,0
10007159,The University of Sunderland,England,North East,2016/17,Software only,Total number - Subtotal overseas,0
10007159,The University of Sunderland,England,North East,2016/17,Software only,Total number generating income in the period,0
10007159,The University of Sunderland,England,North East,2016/17,Software only,Total number generating income in the period - Subtotal overseas,0
10007159,The University of Sunderland,England,North East,2016/17,Software only,Total number,0
10007159,The University of Sunderland,England,North East,2017/18,Non-software,SMEs,0
10007159,The University of Sunderland,England,North East,2017/18,Non-software,Other (non-SME) commercial businesses,0
10007159,The University of Sunderland,England,North East,2017/18,Non-software,Non-commercial organisations,0
10007159,The University of Sunderland,England,North East,2017/18,Non-software,Total number - Subtotal overseas,0
10007159,The University of Sunderland,England,North East,2017/18,Non-software,Total number generating income in the period,0
10007159,The University of Sunderland,England,North East,2017/18,Non-software,Total number generating income in the period - Subtotal overseas,0
10007159,The University of Sunderland,England,North East,2017/18,Non-software,Total number,0
10007159,The University of Sunderland,England,North East,2017/18,Software only,SMEs,0
10007159,The University of Sunderland,England,North East,2017/18,Software only,Other (non-SME) commercial businesses,0
10007159,The University of Sunderland,England,North East,2017/18,Software only,Non-commercial organisations,0
10007159,The University of Sunderland,England,North East,2017/18,Software only,Total number - Subtotal overseas,0
10007159,The University of Sunderland,England,North East,2017/18,Software only,Total number generating income in the period,0
10007159,The University of Sunderland,England,North East,2017/18,Software only,Total number generating income in the period - Subtotal overseas,0
10007159,The University of Sunderland,England,North East,2017/18,Software only,Total number,0
10007159,The University of Sunderland,England,North East,2018/19,Non-software,SMEs,0
10007159,The University of Sunderland,England,North East,2018/19,Non-software,Other (non-SME) commercial businesses,0
10007159,The University of Sunderland,England,North East,2018/19,Non-software,Non-commercial organisations,0
10007159,The University of Sunderland,England,North East,2018/19,Non-software,Total number - Subtotal overseas,0
10007159,The University of Sunderland,England,North East,2018/19,Non-software,Total number generating income in the period,0
10007159,The University of Sunderland,England,North East,2018/19,Non-software,Total number generating income in the period - Subtotal overseas,0
10007159,The University of Sunderland,England,North East,2018/19,Non-software,Total number,0
10007159,The University of Sunderland,England,North East,2018/19,Software only,SMEs,0
10007159,The University of Sunderland,England,North East,2018/19,Software only,Other (non-SME) commercial businesses,0
10007159,The University of Sunderland,England,North East,2018/19,Software only,Non-commercial organisations,0
10007159,The University of Sunderland,England,North East,2018/19,Software only,Total number - Subtotal overseas,0
10007159,The University of Sunderland,England,North East,2018/19,Software only,Total number generating income in the period,0
10007159,The University of Sunderland,England,North East,2018/19,Software only,Total number generating income in the period - Subtotal overseas,0
10007159,The University of Sunderland,England,North East,2018/19,Software only,Total number,0
10007159,The University of Sunderland,England,North East,2019/20,Non-software,SMEs,0
10007159,The University of Sunderland,England,North East,2019/20,Non-software,Other (non-SME) commercial businesses,0
10007159,The University of Sunderland,England,North East,2019/20,Non-software,Non-commercial organisations,0
10007159,The University of Sunderland,England,North East,2019/20,Non-software,Total number - Subtotal overseas,0
10007159,The University of Sunderland,England,North East,2019/20,Non-software,Total number generating income in the period,0
10007159,The University of Sunderland,England,North East,2019/20,Non-software,Total number generating income in the period - Subtotal overseas,0
10007159,The University of Sunderland,England,North East,2019/20,Non-software,Total number,0
10007159,The University of Sunderland,England,North East,2019/20,Software only,SMEs,0
10007159,The University of Sunderland,England,North East,2019/20,Software only,Other (non-SME) commercial businesses,0
10007159,The University of Sunderland,England,North East,2019/20,Software only,Non-commercial organisations,0
10007159,The University of Sunderland,England,North East,2019/20,Software only,Total number - Subtotal overseas,0
10007159,The University of Sunderland,England,North East,2019/20,Software only,Total number generating income in the period,0
10007159,The University of Sunderland,England,North East,2019/20,Software only,Total number generating income in the period - Subtotal overseas,0
10007159,The University of Sunderland,England,North East,2019/20,Software only,Total number,0
10007159,The University of Sunderland,England,North East,2020/21,Non-software,SMEs,0
10007159,The University of Sunderland,England,North East,2020/21,Non-software,Other (non-SME) commercial businesses,0
10007159,The University of Sunderland,England,North East,2020/21,Non-software,Non-commercial organisations,0
10007159,The University of Sunderland,England,North East,2020/21,Non-software,Total number - Subtotal overseas,0
10007159,The University of Sunderland,England,North East,2020/21,Non-software,Total number generating income in the period,0
10007159,The University of Sunderland,England,North East,2020/21,Non-software,Total number generating income in the period - Subtotal overseas,0
10007159,The University of Sunderland,England,North East,2020/21,Non-software,Total number,0
10007159,The University of Sunderland,England,North East,2020/21,Software only,SMEs,0
10007159,The University of Sunderland,England,North East,2020/21,Software only,Other (non-SME) commercial businesses,0
10007159,The University of Sunderland,England,North East,2020/21,Software only,Non-commercial organisations,0
10007159,The University of Sunderland,England,North East,2020/21,Software only,Total number - Subtotal overseas,0
10007159,The University of Sunderland,England,North East,2020/21,Software only,Total number generating income in the period,0
10007159,The University of Sunderland,England,North East,2020/21,Software only,Total number generating income in the period - Subtotal overseas,0
10007159,The University of Sunderland,England,North East,2020/21,Software only,Total number,0
10007159,The University of Sunderland,England,North East,2021/22,Non-software,SMEs,0
10007159,The University of Sunderland,England,North East,2021/22,Non-software,Other (non-SME) commercial businesses,0
10007159,The University of Sunderland,England,North East,2021/22,Non-software,Non-commercial organisations,0
10007159,The University of Sunderland,England,North East,2021/22,Non-software,Total number - Subtotal overseas,0
10007159,The University of Sunderland,England,North East,2021/22,Non-software,Total number generating income in the period,0
10007159,The University of Sunderland,England,North East,2021/22,Non-software,Total number generating income in the period - Subtotal overseas,0
10007159,The University of Sunderland,England,North East,2021/22,Non-software,Total number,0
10007159,The University of Sunderland,England,North East,2021/22,Software only,SMEs,0
10007159,The University of Sunderland,England,North East,2021/22,Software only,Other (non-SME) commercial businesses,0
10007159,The University of Sunderland,England,North East,2021/22,Software only,Non-commercial organisations,0
10007159,The University of Sunderland,England,North East,2021/22,Software only,Total number - Subtotal overseas,0
10007159,The University of Sunderland,England,North East,2021/22,Software only,Total number generating income in the period,0
10007159,The University of Sunderland,England,North East,2021/22,Software only,Total number generating income in the period - Subtotal overseas,0
10007159,The University of Sunderland,England,North East,2021/22,Software only,Total number,0
10007159,The University of Sunderland,England,North East,2022/23,Non-software,SMEs,0
10007159,The University of Sunderland,England,North East,2022/23,Non-software,Other (non-SME) commercial businesses,0
10007159,The University of Sunderland,England,North East,2022/23,Non-software,Non-commercial organisations,0
10007159,The University of Sunderland,England,North East,2022/23,Non-software,Total number - Subtotal overseas,0
10007159,The University of Sunderland,England,North East,2022/23,Non-software,Total number generating income in the period,0
10007159,The University of Sunderland,England,North East,2022/23,Non-software,Total number generating income in the period - Subtotal overseas,0
10007159,The University of Sunderland,England,North East,2022/23,Non-software,Total number,0
10007159,The University of Sunderland,England,North East,2022/23,Software only,SMEs,0
10007159,The University of Sunderland,England,North East,2022/23,Software only,Other (non-SME) commercial businesses,0
10007159,The University of Sunderland,England,North East,2022/23,Software only,Non-commercial organisations,0
10007159,The University of Sunderland,England,North East,2022/23,Software only,Total number - Subtotal overseas,0
10007159,The University of Sunderland,England,North East,2022/23,Software only,Total number generating income in the period,0
10007159,The University of Sunderland,England,North East,2022/23,Software only,Total number generating income in the period - Subtotal overseas,0
10007159,The University of Sunderland,England,North East,2022/23,Software only,Total number,0
10007159,The University of Sunderland,England,North East,2023/24,Non-software,SMEs,0
10007159,The University of Sunderland,England,North East,2023/24,Non-software,Other (non-SME) commercial businesses,0
10007159,The University of Sunderland,England,North East,2023/24,Non-software,Non-commercial organisations,0
10007159,The University of Sunderland,England,North East,2023/24,Non-software,Total number - Subtotal overseas,0
10007159,The University of Sunderland,England,North East,2023/24,Non-software,Total number generating income in the period,0
10007159,The University of Sunderland,England,North East,2023/24,Non-software,Total number generating income in the period - Subtotal overseas,0
10007159,The University of Sunderland,England,North East,2023/24,Non-software,Total number,0
10007159,The University of Sunderland,England,North East,2023/24,Software only,SMEs,0
10007159,The University of Sunderland,England,North East,2023/24,Software only,Other (non-SME) commercial businesses,0
10007159,The University of Sunderland,England,North East,2023/24,Software only,Non-commercial organisations,0
10007159,The University of Sunderland,England,North East,2023/24,Software only,Total number - Subtotal overseas,0
10007159,The University of Sunderland,England,North East,2023/24,Software only,Total number generating income in the period,0
10007159,The University of Sunderland,England,North East,2023/24,Software only,Total number generating income in the period - Subtotal overseas,0
10007159,The University of Sunderland,England,North East,2023/24,Software only,Total number,0
10007161,Teesside University,England,North East,2014/15,Non-software,SMEs,0
10007161,Teesside University,England,North East,2014/15,Non-software,Other (non-SME) commercial businesses,0
10007161,Teesside University,England,North East,2014/15,Non-software,Non-commercial organisations,0
10007161,Teesside University,England,North East,2014/15,Non-software,Total number - Subtotal overseas,0
10007161,Teesside University,England,North East,2014/15,Non-software,Total number generating income in the period,0
10007161,Teesside University,England,North East,2014/15,Non-software,Total number generating income in the period - Subtotal overseas,0
10007161,Teesside University,England,North East,2014/15,Non-software,Total number,0
10007161,Teesside University,England,North East,2014/15,Software only,SMEs,0
10007161,Teesside University,England,North East,2014/15,Software only,Other (non-SME) commercial businesses,0
10007161,Teesside University,England,North East,2014/15,Software only,Non-commercial organisations,0
10007161,Teesside University,England,North East,2014/15,Software only,Total number - Subtotal overseas,0
10007161,Teesside University,England,North East,2014/15,Software only,Total number generating income in the period,0
10007161,Teesside University,England,North East,2014/15,Software only,Total number generating income in the period - Subtotal overseas,0
10007161,Teesside University,England,North East,2014/15,Software only,Total number,0
10007161,Teesside University,England,North East,2015/16,Non-software,SMEs,1
10007161,Teesside University,England,North East,2015/16,Non-software,Other (non-SME) commercial businesses,0
10007161,Teesside University,England,North East,2015/16,Non-software,Non-commercial organisations,0
10007161,Teesside University,England,North East,2015/16,Non-software,Total number - Subtotal overseas,0
10007161,Teesside University,England,North East,2015/16,Non-software,Total number generating income in the period,0
10007161,Teesside University,England,North East,2015/16,Non-software,Total number generating income in the period - Subtotal overseas,0
10007161,Teesside University,England,North East,2015/16,Non-software,Total number,1
10007161,Teesside University,England,North East,2015/16,Software only,SMEs,0
10007161,Teesside University,England,North East,2015/16,Software only,Other (non-SME) commercial businesses,0
10007161,Teesside University,England,North East,2015/16,Software only,Non-commercial organisations,0
10007161,Teesside University,England,North East,2015/16,Software only,Total number - Subtotal overseas,0
10007161,Teesside University,England,North East,2015/16,Software only,Total number generating income in the period,0
10007161,Teesside University,England,North East,2015/16,Software only,Total number generating income in the period - Subtotal overseas,0
10007161,Teesside University,England,North East,2015/16,Software only,Total number,0
10007161,Teesside University,England,North East,2016/17,Non-software,SMEs,0
10007161,Teesside University,England,North East,2016/17,Non-software,Other (non-SME) commercial businesses,0
10007161,Teesside University,England,North East,2016/17,Non-software,Non-commercial organisations,0
10007161,Teesside University,England,North East,2016/17,Non-software,Total number - Subtotal overseas,0
10007161,Teesside University,England,North East,2016/17,Non-software,Total number generating income in the period,0
10007161,Teesside University,England,North East,2016/17,Non-software,Total number generating income in the period - Subtotal overseas,0
10007161,Teesside University,England,North East,2016/17,Non-software,Total number,0
10007161,Teesside University,England,North East,2016/17,Software only,SMEs,0
10007161,Teesside University,England,North East,2016/17,Software only,Other (non-SME) commercial businesses,0
10007161,Teesside University,England,North East,2016/17,Software only,Non-commercial organisations,0
10007161,Teesside University,England,North East,2016/17,Software only,Total number - Subtotal overseas,0
10007161,Teesside University,England,North East,2016/17,Software only,Total number generating income in the period,0
10007161,Teesside University,England,North East,2016/17,Software only,Total number generating income in the period - Subtotal overseas,0
10007161,Teesside University,England,North East,2016/17,Software only,Total number,0
10007161,Teesside University,England,North East,2017/18,Non-software,SMEs,0
10007161,Teesside University,England,North East,2017/18,Non-software,Other (non-SME) commercial businesses,0
10007161,Teesside University,England,North East,2017/18,Non-software,Non-commercial organisations,0
10007161,Teesside University,England,North East,2017/18,Non-software,Total number - Subtotal overseas,0
10007161,Teesside University,England,North East,2017/18,Non-software,Total number generating income in the period,0
10007161,Teesside University,England,North East,2017/18,Non-software,Total number generating income in the period - Subtotal overseas,0
10007161,Teesside University,England,North East,2017/18,Non-software,Total number,0
10007161,Teesside University,England,North East,2017/18,Software only,SMEs,0
10007161,Teesside University,England,North East,2017/18,Software only,Other (non-SME) commercial businesses,0
10007161,Teesside University,England,North East,2017/18,Software only,Non-commercial organisations,0
10007161,Teesside University,England,North East,2017/18,Software only,Total number - Subtotal overseas,0
10007161,Teesside University,England,North East,2017/18,Software only,Total number generating income in the period,0
10007161,Teesside University,England,North East,2017/18,Software only,Total number generating income in the period - Subtotal overseas,0
10007161,Teesside University,England,North East,2017/18,Software only,Total number,0
10007161,Teesside University,England,North East,2018/19,Non-software,SMEs,1
10007161,Teesside University,England,North East,2018/19,Non-software,Other (non-SME) commercial businesses,0
10007161,Teesside University,England,North East,2018/19,Non-software,Non-commercial organisations,0
10007161,Teesside University,England,North East,2018/19,Non-software,Total number - Subtotal overseas,0
10007161,Teesside University,England,North East,2018/19,Non-software,Total number generating income in the period,0
10007161,Teesside University,England,North East,2018/19,Non-software,Total number generating income in the period - Subtotal overseas,0
10007161,Teesside University,England,North East,2018/19,Non-software,Total number,1
10007161,Teesside University,England,North East,2018/19,Software only,SMEs,0
10007161,Teesside University,England,North East,2018/19,Software only,Other (non-SME) commercial businesses,0
10007161,Teesside University,England,North East,2018/19,Software only,Non-commercial organisations,0
10007161,Teesside University,England,North East,2018/19,Software only,Total number - Subtotal overseas,0
10007161,Teesside University,England,North East,2018/19,Software only,Total number generating income in the period,0
10007161,Teesside University,England,North East,2018/19,Software only,Total number generating income in the period - Subtotal overseas,0
10007161,Teesside University,England,North East,2018/19,Software only,Total number,0
10007161,Teesside University,England,North East,2019/20,Non-software,SMEs,0
10007161,Teesside University,England,North East,2019/20,Non-software,Other (non-SME) commercial businesses,0
10007161,Teesside University,England,North East,2019/20,Non-software,Non-commercial organisations,0
10007161,Teesside University,England,North East,2019/20,Non-software,Total number - Subtotal overseas,0
10007161,Teesside University,England,North East,2019/20,Non-software,Total number generating income in the period,0
10007161,Teesside University,England,North East,2019/20,Non-software,Total number generating income in the period - Subtotal overseas,0
10007161,Teesside University,England,North East,2019/20,Non-software,Total number,0
10007161,Teesside University,England,North East,2019/20,Software only,SMEs,0
10007161,Teesside University,England,North East,2019/20,Software only,Other (non-SME) commercial businesses,0
10007161,Teesside University,England,North East,2019/20,Software only,Non-commercial organisations,0
10007161,Teesside University,England,North East,2019/20,Software only,Total number - Subtotal overseas,0
10007161,Teesside University,England,North East,2019/20,Software only,Total number generating income in the period,0
10007161,Teesside University,England,North East,2019/20,Software only,Total number generating income in the period - Subtotal overseas,0
10007161,Teesside University,England,North East,2019/20,Software only,Total number,0
10007161,Teesside University,England,North East,2020/21,Non-software,SMEs,0
10007161,Teesside University,England,North East,2020/21,Non-software,Other (non-SME) commercial businesses,0
10007161,Teesside University,England,North East,2020/21,Non-software,Non-commercial organisations,0
10007161,Teesside University,England,North East,2020/21,Non-software,Total number - Subtotal overseas,0
10007161,Teesside University,England,North East,2020/21,Non-software,Total number generating income in the period,0
10007161,Teesside University,England,North East,2020/21,Non-software,Total number generating income in the period - Subtotal overseas,0
10007161,Teesside University,England,North East,2020/21,Non-software,Total number,0
10007161,Teesside University,England,North East,2020/21,Software only,SMEs,0
10007161,Teesside University,England,North East,2020/21,Software only,Other (non-SME) commercial businesses,0
10007161,Teesside University,England,North East,2020/21,Software only,Non-commercial organisations,0
10007161,Teesside University,England,North East,2020/21,Software only,Total number - Subtotal overseas,0
10007161,Teesside University,England,North East,2020/21,Software only,Total number generating income in the period,0
10007161,Teesside University,England,North East,2020/21,Software only,Total number generating income in the period - Subtotal overseas,0
10007161,Teesside University,England,North East,2020/21,Software only,Total number,0
10007161,Teesside University,England,North East,2021/22,Non-software,SMEs,0
10007161,Teesside University,England,North East,2021/22,Non-software,Other (non-SME) commercial businesses,0
10007161,Teesside University,England,North East,2021/22,Non-software,Non-commercial organisations,0
10007161,Teesside University,England,North East,2021/22,Non-software,Total number - Subtotal overseas,0
10007161,Teesside University,England,North East,2021/22,Non-software,Total number generating income in the period,0
10007161,Teesside University,England,North East,2021/22,Non-software,Total number generating income in the period - Subtotal overseas,0
10007161,Teesside University,England,North East,2021/22,Non-software,Total number,0
10007161,Teesside University,England,North East,2021/22,Software only,SMEs,0
10007161,Teesside University,England,North East,2021/22,Software only,Other (non-SME) commercial businesses,0
10007161,Teesside University,England,North East,2021/22,Software only,Non-commercial organisations,0
10007161,Teesside University,England,North East,2021/22,Software only,Total number - Subtotal overseas,0
10007161,Teesside University,England,North East,2021/22,Software only,Total number generating income in the period,0
10007161,Teesside University,England,North East,2021/22,Software only,Total number generating income in the period - Subtotal overseas,0
10007161,Teesside University,England,North East,2021/22,Software only,Total number,0
10007161,Teesside University,England,North East,2022/23,Non-software,SMEs,1
10007161,Teesside University,England,North East,2022/23,Non-software,Other (non-SME) commercial businesses,0
10007161,Teesside University,England,North East,2022/23,Non-software,Non-commercial organisations,0
10007161,Teesside University,England,North East,2022/23,Non-software,Total number - Subtotal overseas,0
10007161,Teesside University,England,North East,2022/23,Non-software,Total number generating income in the period,0
10007161,Teesside University,England,North East,2022/23,Non-software,Total number generating income in the period - Subtotal overseas,0
10007161,Teesside University,England,North East,2022/23,Non-software,Total number,1
10007161,Teesside University,England,North East,2022/23,Software only,SMEs,0
10007161,Teesside University,England,North East,2022/23,Software only,Other (non-SME) commercial businesses,0
10007161,Teesside University,England,North East,2022/23,Software only,Non-commercial organisations,0
10007161,Teesside University,England,North East,2022/23,Software only,Total number - Subtotal overseas,0
10007161,Teesside University,England,North East,2022/23,Software only,Total number generating income in the period,0
10007161,Teesside University,England,North East,2022/23,Software only,Total number generating income in the period - Subtotal overseas,0
10007161,Teesside University,England,North East,2022/23,Software only,Total number,0
10007161,Teesside University,England,North East,2023/24,Non-software,SMEs,1
10007161,Teesside University,England,North East,2023/24,Non-software,Other (non-SME) commercial businesses,0
10007161,Teesside University,England,North East,2023/24,Non-software,Non-commercial organisations,0
10007161,Teesside University,England,North East,2023/24,Non-software,Total number - Subtotal overseas,0
10007161,Teesside University,England,North East,2023/24,Non-software,Total number generating income in the period,0
10007161,Teesside University,England,North East,2023/24,Non-software,Total number generating income in the period - Subtotal overseas,0
10007161,Teesside University,England,North East,2023/24,Non-software,Total number,1
10007161,Teesside University,England,North East,2023/24,Software only,SMEs,0
10007161,Teesside University,England,North East,2023/24,Software only,Other (non-SME) commercial businesses,0
10007161,Teesside University,England,North East,2023/24,Software only,Non-commercial organisations,0
10007161,Teesside University,England,North East,2023/24,Software only,Total number - Subtotal overseas,0
10007161,Teesside University,England,North East,2023/24,Software only,Total number generating income in the period,0
10007161,Teesside University,England,North East,2023/24,Software only,Total number generating income in the period - Subtotal overseas,0
10007161,Teesside University,England,North East,2023/24,Software only,Total number,0
